id,y_2013,y_2014,y_2015,y_2016
370630001011,51832.72027648,51832.72027648,51864.38081612,51864.17169608
370630001012,59180.81937978,59180.81937978,59203.42262778,58455.54915033
370630001021,55391.15649685,55390.71071057,55392.40025186,55052.76406716
370630001022,73296.23408871,73288.73547525,73305.72595846,71128.83746554
370630002001,42712.49695735,43325.45850567,43315.18563334,48263.76981477
370630002002,32153.55821936,32302.13624820,32304.70997622,32259.31876003
370630002003,32287.42376797,32287.42376797,32289.20478157,32288.74728499
370630003011,31307.84158075,31307.84158075,31097.41922843,30764.79546581
370630003012,22686.51410338,22686.51410338,22686.51410338,22686.51332300
370630003013,23513.66821762,23513.66476403,23866.61196658,23872.03266427
370630003021,28960.67584265,28960.67584265,28960.67584265,28963.63065488
370630003022,30606.01489362,30606.01489362,30606.01425900,30605.98315735
370630003023,42642.63063005,42642.63063005,42642.62999543,42642.57073794
370630004011,39509.14043929,39509.14043929,39441.23777945,39436.60172404
370630004012,36480.27662471,36480.27662471,36487.78381946,36486.04936300
370630004013,46383.33958312,46383.33958312,46506.50050357,49903.49843843
370630004021,70329.25663114,70342.28427879,69326.97052518,72779.16327778
370630005001,31286.42075025,30793.23930963,30817.25735418,30817.85436346
370630005002,20459.79182128,20459.79182128,20462.68349787,20471.64150418
370630005003,25918.85961391,25918.85961391,25912.80121588,25911.12152649
370630005004,25729.94519353,25729.94519353,25730.00101393,27135.61622731
370630006001,73176.24956610,73175.74529372,73179.89074219,71091.24605069
370630006002,60702.45141914,60817.63434892,60538.84298011,60476.44571449
370630006003,63592.37257430,63592.37257430,61882.19534580,74217.11037165
370630007001,41066.69577730,41029.56470039,40975.53695735,40444.86569655
370630007002,60750.50104362,60750.50104362,60696.04712641,59391.10293185
370630007003,47347.36037242,47347.36037242,47361.21351003,47696.96206446
370630009001,25666.63091173,25162.88408880,25162.81761525,25133.82763798
370630009002,32826.03902059,32771.89151220,32771.82503866,32765.85176440
370630010011,27923.92596208,27923.92596208,27923.92596208,27918.54518327
370630010012,34507.06468817,34507.06468817,34503.22479529,34484.31756474
370630010013,54866.23222364,54867.98601431,51712.16151253,51718.62964237
370630010021,54308.84835628,54311.81838396,54333.39534662,65888.07017057
370630010022,36484.14463323,36484.14463323,36005.55168731,46561.66489216
370630010023,24432.90387593,24432.90387593,24419.33782698,24428.87384941
370630010024,29480.46136376,29480.46136376,29485.68704213,29475.94178832
370630011001,45622.74287303,45622.74287303,45622.74287303,45353.68250113
370630011002,36626.96723179,36626.96723179,37075.61683028,36796.61112329
370630013011,44328.58454154,44315.54706823,43586.80209218,43605.67012994
370630013031,55078.10188287,55070.92816311,53949.12419608,53944.32461157
370630013032,19802.77336441,19802.77336441,19807.91521800,19802.90564204
