id,y_2012,y_2013,y_2014,y_2015,y_2016
370630020193,1.04888589180,1.04888589180,1.04888589180,1.04864215461,1.04864215461
370630020201,0.67050821892,0.67050821892,0.67050821892,0.67061933473,0.67210000953
370630020202,1.34466069395,1.34466069395,1.34466069395,1.38459025596,1.47036328065
370630020211,1.59075835749,1.59075835749,1.59075835749,1.66818253794,1.67145644706
370630020212,0.36085551880,0.36085551880,0.36085551880,0.36085551880,0.36151758066
370630020221,0.47611460655,0.47611460655,0.47611460655,0.47611460655,0.47611460655
370630020222,0.52709642771,0.52709642771,0.52709642771,0.52709642771,0.52709642771
370630020231,0.35792106900,0.35792106900,0.35792106900,0.35792106900,0.35792106900
370630020232,0.53175011213,0.53175011213,0.53175011213,0.53175011213,0.53175011213
370630020241,1.18593198565,1.18593198565,1.18593198565,1.18593198565,1.18593198565
370630020242,0.22660074142,0.22660074142,0.22660074142,0.22660074142,0.22660074142
370630020243,0.26685957609,0.26685957609,0.26685957609,0.26685957609,0.26685957609
370630020251,0.85680062872,0.85680062872,0.85680062872,0.85680062872,0.85680062872
370630020252,0.87501218586,0.87501218586,0.87501218586,0.87501218586,0.87501218586
370630020253,0.64207342974,0.64207342974,0.64207342974,0.64207342974,0.64207342974
370630020261,0.59445897372,0.59445897372,0.59445897372,0.59445897372,0.59445897372
370630020262,1.63409070471,1.63409070471,1.63409070471,1.63409070471,1.63409070471
370630020271,2.51553530312,2.51553530312,2.51553530314,2.51553530312,2.51536462207
370630020272,2.36038189820,2.36038189820,2.36038189820,2.36038189820,2.41529867293
370630020273,0.29496058254,0.29496058254,0.29496058254,0.29496058254,0.29496058254
370630020281,3.77685731466,3.77685731466,3.77685731466,3.77776943085,3.77439983406
370630020282,0.17063725827,0.17063725827,0.17063725827,0.17063725827,0.17063658877
370630020283,2.98128815914,2.98128815914,2.98128815913,3.00461982608,2.99686690662
370630021001,1.43625514747,1.43625514747,1.43625514747,1.43604848004,1.43604848004
370630021002,0E-11,0E-11,0E-11,0E-11,0E-11
370630021003,0E-11,0E-11,0E-11,0E-11,0E-11
370630022001,0.59399296377,0.59399296377,0.59399296377,0.59399296377,0.59399296377
370630023001,0.25049435583,0.25049435583,0.25049435583,0.25049435583,0.25049435583
370630023002,0.22397925702,0.22397925702,0.22397925702,0.22397925702,0.22397925702
370639801001,0.04136088935,0.04136088935,0.04136088934,0.04163522880,0.04206817291
