id,y_2011,y_2013,y_2015,y_2016
2,0.65,1.2,0.93,1.11
3,1.26,0.42,0.17,0.34
4,0.25,0,0,0
5,7.83,9.42,19.94,12.58
6,4.24,6.59,6.61,6.62
7,0,0,0,0
8,0.11,0.1,0.19,0
9,1.31,0.98,0.66,0.66
10,3.38,5.2,3.64,2.95
11,0.08,0.08,0.16,0.08
12,1.11,1.19,1.75,1.27
13,0.39,0.72,0.55,0.44
14,0.19,0.43,0.37,0.37
15,0.12,0.73,0.36,0.24
16,0.61,0.99,1.09,0.71
17,1.11,1.43,1.59,2.15
18,0.31,1.06,0.65,0.83
19,0.06,0.06,0.28,0.28
20,0,0,0.07,0.07
21,0.51,0.9,1.97,0.9
22,1.71,1.92,1,1.57
23,0.55,1.64,1.27,1.82
24,0,0.21,0,0
25,0.18,0,0.18,0.09
26,0,0,0.19,0
27,0.1,0,0,0
28,0,0,0,0.18
29,0,0.18,0,0.18
30,0.8,3.77,1.52,1.22
31,0,0,0,0
32,0,0,0,0
33,0.49,0.32,0,0
34,1.14,2.1,3.08,5.1
35,0.44,0.93,0.62,0.45
36,0.19,0.19,0.41,0.24
37,4.94,6.79,8.09,4.39
38,0,0.36,0.59,0.48
39,0.43,0.96,0.73,0.21
40,1.01,2.62,2.2,2.1
41,0.26,0.91,0.26,0.39
42,0.08,0,0.08,0.08
43,0,0,0.31,0.61
44,0,0,0.43,0
45,0.1,0,0,0
46,0.42,0.31,0.1,0.21
47,0.16,0,0,0
48,0.32,0.32,0.33,0.33
49,0.11,0.42,0.1,0.1
50,1.04,1.8,9.39,8.92
51,1.36,2.04,0.96,0.65
52,1.23,2.14,4.17,1.81
53,2.46,2.45,1.64,1.47
54,1.42,1.6,1.97,3.76
55,0.25,0.25,0.37,0.37
56,0,0.28,0.27,0.55
57,0.73,0.6,1.05,0.15
58,2.68,2.68,2.68,3.1
59,0.9,1.89,0.45,1.35
60,0.7,0.35,2.84,0.43
61,0.46,0,0.46,0.69
62,0,0,0,0
64,0.35,0.76,0.63,0.49
65,0.1,0,0.65,0
66,0,0.08,0.37,0.67
67,0.31,0,0.16,0.16
68,0.35,0.35,0.09,0.18
69,0,0.13,0.16,0
70,2.49,2.29,2.5,4.22
71,0.85,2.61,1.82,2.32
72,0,0.08,0,0.18
73,0.2,0.19,0.38,0.64
74,0,0.27,0.27,0.14
75,0,0,0,0.13
76,0,0.1,0.09,0.09
77,0.05,0,0.09,0.04
78,0.12,0.56,0.55,0.33
79,0.59,0.88,0.39,0.39
80,0.17,0.17,0,0
81,0,0,0,0
82,0,0,0.11,0.18
83,0.68,1.02,2.06,3.09
84,0.36,1.47,0.76,0.42
85,4.99,4.64,6.23,5.46
86,1.71,4.33,12.28,2.6
87,0.43,2.63,2.2,1.17
88,3.12,4.22,5.33,6.22
89,1.28,1.28,0.55,0.73
