id,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017
2,0,0,0,2,1,4,5
3,20,185,39,749,385,422,186
4,4,0,1,5,6,4,4
5,1,0,0,0,0,0,0
6,0,0,0,0,0,1,5
7,4,2,2,4,2,4,4
8,5,5,3,6,3,0,32
9,0,2,2,8,11,12,13
10,1,0,0,8,3,10,13
11,5,8,17,15,14,9,12
12,0,0,0,0,0,0,0
13,78,0,12,8,1,1,1
14,0,0,0,0,0,0,0
15,1,2,8,5,10,3,0
16,0,1,0,0,0,0,0
17,0,0,0,0,0,0,1
18,3,0,10,29,22,25,37
19,0,5,4,2,0,18,8
20,0,0,0,0,0,0,0
21,2,43,4,11,0,1,3
22,0,0,182,6,163,1,415
23,0,1,0,0,0,2,0
24,0,0,0,0,0,0,1
25,0,0,0,10,9,11,36
26,0,1,1,0,1,11,3
27,0,0,0,0,0,0,1
28,6,4,2,7,7,4,7
29,0,0,0,0,0,1,0
30,0,441,4,97,1,42,12
31,0,0,0,2,8,2,1
32,0,0,0,0,0,0,0
33,5,6,4,0,0,0,0
34,14,15,7,8,24,9,202
35,23,40,57,138,40,87,37
36,2,272,14,5,4,3,1
37,1,3,9,3,158,6,137
38,0,0,0,0,0,0,0
39,7,10,10,12,21,8,0
40,0,0,0,4,7,18,18
41,0,0,0,0,1,0,0
42,0,0,0,0,0,0,0
43,2,12,7,4,0,1,1
44,5,3,5,6,3,1,4
45,89,78,36,34,375,202,531
46,0,0,0,0,0,0,0
47,0,0,1,0,2,0,0
48,0,0,0,0,0,0,0
49,3,0,6,15,0,0,1
50,0,0,0,0,0,0,0
51,0,0,0,35,77,1,15
52,0,0,0,34,222,0,0
53,0,1,2,0,0,0,0
54,1,1,0,0,246,1,0
55,0,0,1,2,1,1,7
56,0,0,5,0,0,0,0
57,26,0,0,0,0,0,22
58,0,0,0,0,0,0,0
59,0,1,0,0,0,0,0
60,0,308,4,463,1,0,0
61,0,0,1,0,0,0,0
62,0,0,0,1,0,1,1
64,1,0,114,124,4,0,0
65,0,0,0,0,0,0,0
66,0,0,3,0,0,0,0
67,0,265,1,0,0,0,0
68,0,0,0,0,0,0,0
69,0,1,1,6,0,3,382
70,0,0,0,0,0,0,0
71,0,0,15,0,0,0,0
72,0,273,0,155,214,54,0
73,28,10,23,20,18,28,36
74,0,0,0,0,0,0,0
75,34,229,181,46,0,3,330
76,81,104,173,76,22,0,0
77,29,45,62,7,0,0,0
78,36,29,25,13,0,0,14
79,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0
81,0,0,0,13,0,0,0
82,0,0,0,210,34,1,0
83,3,2,0,2,3,1,3
84,0,0,1,1,10,12,25
85,3,0,0,1,0,0,0
86,0,0,0,35,0,0,9
87,0,0,0,2,5,12,55
88,3,0,0,0,11,15,6
89,0,0,0,0,1,0,0
90,0,0,0,0,0,0,2
91,0,0,0,0,0,0,0
92,0,0,178,44,137,0,0
93,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0
96,5,334,120,80,54,40,173
97,0,0,0,0,10,33,210
98,14,0,12,38,14,105,137
99,0,0,0,1,0,0,0
100,0,0,0,0,0,0,0
101,0,0,1,0,0,0,1
102,0,0,0,1,0,0,1
103,0,1,0,0,1,0,203
105,74,26,92,143,379,170,33
106,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0
108,1,1,0,0,0,0,1
109,10,19,48,29,18,6,2
110,0,0,3,1,1,2,6
111,36,20,71,61,27,90,147
112,0,7,14,35,36,22,4
113,22,14,55,30,43,20,69
114,0,0,11,2,64,0,0
115,160,148,114,38,1,0,0
116,47,31,47,50,66,40,31
117,19,27,49,37,20,34,101
118,0,1,10,8,11,0,0
119,0,0,0,0,0,0,1
120,5,2,4,3,6,3,4
121,0,0,1,1,0,0,0
122,0,0,0,0,0,0,0
123,0,0,0,0,0,0,1
124,0,0,0,0,0,0,0
125,11,9,13,13,1,17,12
126,0,17,63,49,58,62,45
127,1,1,0,0,0,0,1
128,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0
130,1,6,2,6,6,39,58
131,14,21,37,24,0,0,0
132,0,0,1,0,0,0,2
133,0,1,4,3,2,1,1
134,0,0,0,0,0,0,28
135,0,0,0,0,0,0,0
136,16,11,12,16,14,8,0
137,3,5,1,0,6,1,0
138,0,0,0,0,0,0,2
139,0,0,0,0,0,0,5
140,0,86,0,2,0,1,0
141,1,0,0,0,1,0,0
142,0,0,1,0,0,5,0
143,2,1,0,2,3,6,3
144,50,3,4,16,16,5,0
145,0,0,0,0,0,1,0
146,3,18,0,0,26,0,1
147,31,10,3,13,26,7,0
148,12,5,1,1,2,18,22
149,6,28,52,1,0,0,0
150,0,0,0,0,1,0,0
151,21,13,144,2,7,13,0
152,1,0,1,0,1,2,8
153,0,0,0,1,0,3,0
154,0,0,0,1,0,0,1
155,13,10,13,22,378,14,1
156,298,29,49,39,18,29,5
157,2,0,0,0,0,1,207
158,14,12,1,1,14,15,1
159,2,8,8,5,24,5,5
160,0,0,0,0,0,0,0
161,0,1,0,13,2,13,21
162,0,0,0,0,0,0,0
163,4,1,8,208,16,21,13
164,0,0,15,2,0,2,0
165,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0
167,0,0,0,0,1,1,0
168,0,0,1,0,0,1,0
169,0,0,0,252,0,0,0
170,0,0,2,0,0,3,8
171,0,1,0,113,0,0,0
172,56,20,24,2,0,6,85
173,1,8,10,15,11,1,0
174,1,0,1,1,1,1,0
175,2,2,6,0,1,4,0
176,0,0,0,1,0,2,0
177,0,0,3,3,5,6,2
178,0,0,275,0,0,221,119
179,0,1,4,3,1,9,8
180,2,5,31,10,18,0,0
181,9,14,23,6,2,0,2
182,0,0,0,0,0,0,0
183,0,3,0,1,0,0,0
184,1,9,8,7,8,17,16
185,0,0,0,0,0,0,0
186,1,0,2,4,1,3,1
187,0,0,1,0,0,0,0
188,4,7,6,2,6,40,39
189,0,0,0,0,0,0,0
190,1,0,1,0,0,3,1
191,1,0,0,0,0,0,1
192,44,29,800,83,82,78,33
193,0,1,0,3,4,2,0
194,2,2,7,7,21,42,39
195,0,0,1,0,196,3,1
196,0,0,1,8,10,3,0
197,0,0,0,0,0,0,1
198,6,8,7,5,0,4,2
199,4,1,42,0,0,0,0
200,142,36,0,0,0,0,0
201,2,3,1,2,2,15,16
202,0,0,0,0,0,0,0
203,1,11,13,21,21,44,81
204,0,0,0,0,31,16,5
205,0,0,2,6,6,4,12
206,0,0,0,0,0,0,0
207,271,0,171,0,329,4,6
208,6,6,13,11,7,8,12
209,1,6,96,75,58,27,3
210,0,0,112,0,4,12,18
211,0,0,0,18,1,0,2
212,0,0,0,0,0,0,0
213,0,0,2,0,0,18,19
215,1,0,3,2,2,2,0
216,0,2,0,9,8,1,2
217,0,1,3,1,4,2,0
218,0,0,0,0,0,1,0
219,28,12,5,193,1,2,8
220,0,0,0,0,0,0,0
221,0,0,176,0,3,2,2
222,0,0,0,6,6,5,4
223,0,0,0,0,0,0,1
224,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0
226,0,0,1,1,0,1,2
227,1,1,0,0,0,3,1
228,0,0,0,2,0,0,12
229,836,64,71,86,78,94,87
230,1,0,0,0,0,288,0
231,15,257,18,21,15,4,0
232,9,1,8,13,37,63,260
233,0,0,0,0,1,1,241
234,12,8,0,2,0,0,2
235,2,0,1,1,7,8,11
236,0,7,6,4,4,0,2
237,24,19,14,25,50,67,36
238,0,0,1,0,0,1,0
240,2,1,0,0,1,2,3
241,0,0,0,2,3,5,8
242,1,0,5,4,6,0,0
243,0,0,0,0,1,1,0
244,0,0,1,0,0,0,0
245,0,4,0,0,0,4,0
246,0,0,0,0,0,0,0
247,0,0,0,0,0,0,4
248,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0
251,19,490,47,15,3,4,20
252,0,0,0,0,0,0,0
253,1,0,0,0,0,0,0
254,0,0,312,0,0,0,0
255,0,0,0,0,0,194,1
256,27,37,49,134,184,169,915
257,70,29,49,277,7,10,21
258,0,1,0,15,39,59,0
259,0,0,0,0,0,3,1
260,1,1,3,4,2,2,1
261,0,0,0,0,1,0,0
262,0,0,1,0,0,0,0
263,1,18,11,11,3,5,3
264,11,17,23,15,18,0,1
265,0,0,1,1,2,0,0
266,0,0,0,2,26,36,4
267,49,65,22,15,36,35,94
268,0,0,0,0,0,0,0
269,0,0,7,6,3,9,10
270,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0
273,3,4,349,0,2,22,54
274,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0
276,0,0,0,0,0,0,1
277,24,39,50,76,57,13,56
278,16,0,1,0,0,0,0
279,0,0,0,0,0,0,0
280,0,0,1,2,0,1,1
281,0,0,0,0,0,0,0
282,8,9,2,5,19,10,4
283,2,0,1,0,4,1,1
284,0,0,0,5,381,24,359
285,0,0,0,0,0,1,0
286,0,0,0,0,0,0,0
287,0,0,13,5,0,1,0
288,1,0,1,19,0,4,2
289,12,1,2,10,16,18,67
290,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0
292,1,0,0,0,0,0,0
293,0,0,0,0,0,0,0
294,0,85,0,48,0,0,0
295,0,0,0,0,0,1,0
296,16,12,58,55,88,31,76
297,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0
299,10,4,14,18,53,82,54
300,0,0,0,0,0,0,0
301,10,13,22,21,29,2,0
302,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0
305,5,0,0,0,1,0,1
306,2,111,57,1,50,1,0
307,0,0,258,0,0,0,0
308,28,35,25,0,0,0,0
309,9,7,24,4,1,1,1
310,0,2,2,3,0,0,1
311,0,0,0,0,0,1,0
312,0,0,0,0,1,0,0
313,34,0,0,0,0,0,0
314,0,1,0,0,0,4,5
315,0,54,0,128,281,1,13
316,0,0,0,0,0,0,0
317,0,0,1,0,3,0,1
318,0,1,0,1,78,0,3
319,0,0,0,0,0,0,273
320,3,2,6,4,7,8,16
321,0,2,7,0,0,0,2
322,0,0,0,0,0,0,1
323,0,0,1,0,0,3,1
324,0,2,0,0,1,0,1
325,0,0,8,2,0,0,0
326,0,0,0,1,0,0,0
327,0,0,0,0,0,0,0
328,0,0,0,0,0,0,1
329,0,0,0,0,5,3,0
330,0,0,0,19,14,1,0
331,0,0,0,0,0,37,0
332,12,23,51,38,2,1,1
333,3,3,11,23,6,19,15
334,0,0,0,0,0,0,0
335,1,16,65,22,2,0,28
336,47,54,60,53,8,0,0
337,0,0,0,13,24,2,4
338,0,269,0,0,0,0,0
339,0,216,3,224,13,9,36
340,0,0,0,342,331,641,89
341,0,0,100,0,1,0,1
342,1,18,1,0,0,459,0
343,20,5,7,245,6,7,11
344,65,22,27,12,58,0,1
345,0,0,0,1,1,0,0
346,0,0,1,1,0,0,0
347,0,81,0,0,8,6,14
348,0,0,0,2,13,2,2
349,0,0,1,0,3,3,8
350,0,0,0,1,0,1,0
351,2,12,25,8,15,4,3
352,0,1,0,0,0,0,0
353,8,16,8,4,3,0,17
354,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0
356,1,3,5,11,3,30,28
357,107,0,43,1,11,2,1
358,5,324,325,358,104,4,3
359,2,5,2,4,3,2,18
360,3,27,27,14,8,30,39
361,0,0,0,213,53,94,733
362,0,0,0,0,0,1,0
363,0,1,0,0,4,4,4
364,3,1,4,10,5,11,12
365,0,0,0,0,0,0,0
366,0,0,0,0,0,0,1
367,34,3,581,5,260,122,20
368,0,0,1,0,0,0,0
369,0,0,0,0,0,0,0
370,38,0,9,5,1,8,9
371,3,0,0,0,1,1,0
372,14,77,8,23,23,0,0
373,2,0,2,8,12,8,10
374,2,0,10,0,1,2,4
375,6,3,2,6,3,20,15
376,8,15,13,68,0,0,1
377,29,21,21,28,44,1,4
378,3,5,42,48,52,32,30
379,2,4,4,16,27,5,4
380,11,8,6,1,7,3,3
381,3,354,359,7,10,112,32
382,3,2,7,10,10,18,25
383,0,0,0,0,0,0,0
384,4,5,249,442,252,359,24
385,4,8,2,2,0,5,7
386,3,4,8,5,19,19,30
387,4,0,0,0,4,0,6
388,1,132,154,165,5,34,15
389,1,3,1,2,0,0,1
390,0,0,0,4,3,11,8
391,0,0,0,0,0,0,0
392,26,1,26,32,39,115,35
393,0,0,0,0,272,267,0
394,19,16,0,9,3,4,11
