id,y_2010,y_2012,y_2014,y_2016
2,30,24,15,17
3,54,52,63,69
4,13,10,10,12
5,7,12,7,8
6,26,33,43,50
7,,6,7,8
8,79,78,58,71
9,,6,9,6
10,76,67,75,66
11,20,26,32,26
12,8,18,16,17
13,36,32,44,33
14,18,20,18,24
15,19,18,23,24
16,54,42,50,53
17,50,48,47,44
18,31,49,34,41
19,41,48,42,60
20,41,46,41,57
21,21,18,21,26
22,10,7,6,11
23,16,21,21,23
24,19,16,14,17
25,11,21,24,23
26,22,25,20,23
27,12,5,14,17
28,16,14,15,15
29,16,19,22,20
30,17,22,23,17
31,16,24,16,15
32,,5,,
33,,,7,7
34,32,28,33,36
35,29,25,30,38
36,33,29,41,34
37,32,28,25,32
38,18,16,20,16
39,24,31,18,24
40,24,30,23,34
41,17,18,18,12
42,17,31,23,21
43,8,16,24,16
44,7,,,6
45,9,9,10,25
46,10,20,14,17
47,37,35,25,31
48,18,16,15,19
49,28,29,34,30
50,24,31,31,36
51,12,10,14,15
52,19,17,9,15
53,24,21,19,25
54,25,23,24,19
55,33,35,30,34
56,14,6,7,
57,7,7,17,13
58,15,11,10,9
59,12,14,20,21
60,5,7,7,5
61,,7,6,
62,,,,
64,14,11,21,25
65,6,,8,7
66,53,60,49,44
67,,,,5
68,11,20,12,22
69,11,13,11,11
70,36,47,52,59
71,17,17,24,20
72,7,5,10,10
73,36,36,40,50
74,6,21,19,13
75,9,12,16,11
76,13,13,22,20
77,21,23,25,32
78,5,,14,11
79,6,,7,8
80,10,8,,8
81,8,9,5,10
82,6,8,6,17
83,24,22,21,22
84,13,8,16,10
85,38,37,54,48
86,12,7,12,11
87,16,21,49,44
88,17,20,22,30
89,9,15,12,23
90,16,17,14,15
91,23,21,18,31
92,5,6,6,9
93,9,5,6,5
94,12,23,16,14
95,10,6,8,9
96,20,21,23,29
97,19,23,24,41
98,19,24,16,16
99,27,24,26,23
100,26,31,21,31
101,13,10,11,12
102,13,10,11,13
103,34,31,32,33
105,,5,13,13
106,5,,9,8
107,6,7,8,8
108,11,14,14,18
109,20,15,23,28
110,18,13,26,20
111,5,15,16,24
112,23,18,20,24
113,19,36,22,27
114,15,9,11,7
115,20,14,24,32
116,19,16,36,24
117,15,19,23,18
118,7,8,11,13
119,22,18,20,23
120,25,13,21,26
121,23,17,29,25
122,,,,
123,47,59,63,75
124,35,36,40,39
125,36,35,34,31
126,,,,
127,66,65,57,62
128,22,25,28,32
129,15,13,14,16
130,20,18,12,24
131,15,11,24,14
132,8,8,7,8
133,8,,5,13
134,7,7,14,8
135,56,36,38,37
136,12,9,11,15
137,11,13,10,9
138,12,9,11,10
139,19,19,21,19
140,39,37,38,49
141,8,12,9,9
142,23,25,16,35
143,26,16,15,22
144,27,19,22,26
145,19,15,12,21
146,22,21,34,33
147,32,31,35,40
148,23,18,22,21
149,,7,10,6
150,19,13,14,17
151,,10,18,39
152,10,9,13,5
153,11,11,27,23
154,12,15,42,20
155,15,11,9,18
156,18,21,22,30
157,12,18,20,12
158,44,43,47,41
159,8,12,21,21
160,28,42,41,38
161,17,14,16,20
162,12,10,18,15
163,13,14,7,11
164,27,22,30,40
165,7,7,9,8
166,10,9,14,9
167,6,7,7,5
168,21,16,17,25
169,,,10,5
170,7,10,6,15
171,8,,6,12
172,7,11,13,9
173,12,12,11,11
174,22,32,15,14
175,13,14,12,20
176,18,26,26,22
177,53,60,75,81
178,10,,7,
179,48,48,49,34
180,8,15,13,19
181,24,24,17,26
182,16,11,16,16
183,,8,6,13
184,16,16,8,10
185,11,5,8,13
186,21,20,19,22
187,,,,
188,5,6,7,7
189,,,,
190,11,11,12,17
191,21,15,13,16
192,12,8,19,18
193,9,27,13,16
194,19,,14,24
195,12,14,15,24
196,21,13,13,21
197,29,41,26,30
198,100,127,116,116
199,17,26,23,27
200,,5,,
201,21,19,24,18
202,15,22,23,25
203,6,9,16,13
204,7,7,11,10
205,7,6,,
206,5,,7,7
207,7,,,8
208,9,13,17,23
209,23,18,22,22
210,10,9,16,16
211,16,20,19,14
212,13,13,17,20
213,93,88,70,81
215,12,15,,5
216,29,8,8,7
217,8,14,10,12
218,18,21,28,32
219,8,6,5,10
220,17,18,26,36
221,,11,10,10
222,11,9,13,16
223,31,33,32,26
224,18,12,21,20
225,9,15,13,12
226,9,6,8,6
227,24,21,16,22
228,,,,8
229,28,26,31,35
230,12,8,12,10
231,14,10,12,14
232,16,15,22,12
233,7,18,13,21
234,38,32,34,40
235,23,37,24,31
236,81,61,78,89
237,38,43,29,44
238,21,26,29,31
240,24,26,28,25
241,16,19,18,20
242,11,9,5,11
243,,,,
244,12,8,14,19
245,10,9,14,13
246,20,20,25,18
247,,5,8,5
248,14,8,6,14
249,5,7,,10
250,8,9,6,6
251,,8,10,7
252,7,11,12,
253,21,37,39,34
254,,,,
255,20,22,22,15
256,14,13,24,29
257,,,9,21
258,68,53,52,63
259,11,9,15,16
260,47,54,56,53
261,15,18,16,24
262,27,22,23,29
263,55,34,45,57
264,5,12,10,9
265,19,29,23,18
266,18,21,22,21
267,24,22,22,20
268,27,22,20,30
269,14,28,26,28
270,,,8,8
271,19,9,21,15
272,,5,5,9
273,,10,10,8
274,,5,,6
275,13,10,22,10
276,8,10,8,18
277,6,6,13,20
278,9,10,10,7
279,9,8,10,7
280,19,12,14,18
281,10,12,12,10
282,,7,8,19
283,20,22,24,24
284,,6,,25
285,,,,
286,9,16,13,22
287,12,10,14,19
288,23,24,23,29
289,17,14,20,22
290,13,12,17,14
291,12,13,11,16
292,11,9,6,9
293,19,15,7,14
294,18,13,11,15
295,26,26,14,23
296,9,13,13,20
297,,,,
298,7,10,13,8
299,9,17,17,25
300,33,40,36,40
301,13,12,14,
302,15,15,16,22
303,20,27,26,39
304,,,,5
305,16,15,15,16
306,10,,8,16
307,22,22,18,33
308,9,,14,14
309,11,14,21,13
310,19,27,30,21
311,41,33,37,39
312,15,19,21,15
313,5,13,13,9
314,25,23,19,17
315,,,7,
316,16,29,32,27
317,19,16,14,16
318,17,18,18,15
319,52,42,51,41
320,11,6,13,9
321,19,23,29,25
322,12,8,15,13
323,18,18,25,26
324,10,14,16,19
325,30,35,38,31
326,18,20,23,22
327,22,15,23,22
328,37,28,44,46
329,12,23,14,16
330,14,15,15,18
331,6,8,8,11
332,,16,19,12
333,24,37,31,47
334,,,,
335,31,22,38,32
336,22,18,16,24
337,8,16,14,17
338,20,9,16,12
339,,,,
340,40,47,42,37
341,26,23,35,27
342,5,,,
343,21,19,16,18
344,21,18,12,16
345,15,10,21,19
346,35,28,23,41
347,9,7,,17
348,60,73,57,74
349,9,17,9,12
350,13,16,17,21
351,7,9,,10
352,11,7,12,13
353,33,18,24,31
354,14,8,13,15
355,,6,5,9
356,12,27,20,25
357,54,52,56,56
358,60,55,67,73
359,77,89,85,85
360,23,23,28,30
361,22,15,27,19
362,72,82,73,92
363,50,55,55,55
364,24,21,35,25
365,27,19,29,24
366,17,12,14,15
367,67,61,49,35
368,32,19,33,21
369,33,26,15,22
370,42,37,50,28
371,98,92,129,116
372,91,84,117,120
373,38,49,51,39
374,60,43,62,68
375,37,36,42,37
376,27,32,30,56
377,22,34,35,35
378,34,40,31,29
379,16,23,25,27
380,34,33,44,41
381,38,28,42,31
382,43,35,30,28
383,36,37,33,38
384,,,6,13
385,90,88,84,100
386,50,34,43,31
387,57,58,56,48
388,26,22,32,22
389,226,231,236,211
390,13,17,18,10
391,30,35,34,30
392,99,114,86,95
