id,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018
2,11,11,16,19,30,29,23,19
3,77,88,113,118,124,143,103,125
4,27,15,19,24,23,43,31,20
5,2,4,1,3,4,1,0,4
6,6,9,11,19,18,17,15,6
7,19,39,33,49,32,36,31,37
8,8,9,43,14,12,17,22,20
9,6,8,7,16,15,15,13,18
10,15,25,32,38,53,58,64,37
11,48,34,42,46,69,53,39,53
12,0,0,0,0,0,0,0,0
13,15,12,15,21,28,22,22,30
14,3,10,5,6,6,12,4,3
15,19,16,19,38,26,26,28,25
16,20,15,11,19,26,22,15,12
17,4,6,7,8,13,11,8,7
18,26,31,42,53,58,65,64,47
19,38,42,37,41,43,61,45,42
20,5,14,6,12,16,20,7,13
21,5,8,3,7,4,6,8,4
22,4,3,5,6,5,1,7,7
23,1,0,1,1,3,8,4,4
24,10,9,7,10,13,21,17,22
25,22,16,13,22,25,42,31,38
26,5,7,8,7,9,9,11,7
27,9,2,3,1,4,7,4,9
28,14,14,16,13,25,13,22,16
29,12,9,14,10,17,12,13,10
30,0,0,4,8,0,0,1,4
31,21,34,27,25,45,35,48,33
32,0,3,0,0,0,0,0,4
33,0,0,3,0,0,1,0,0
34,10,7,8,12,10,10,5,10
35,6,9,8,17,37,19,20,24
36,19,12,7,10,17,27,12,17
37,14,16,17,23,33,30,41,30
38,19,11,14,8,12,15,7,3
39,8,7,2,14,19,17,11,14
40,14,3,6,7,7,8,3,9
41,6,12,6,6,6,10,5,13
42,12,17,19,14,16,15,28,21
43,17,20,12,32,27,11,30,32
44,7,13,8,8,3,8,9,12
45,14,10,14,17,15,27,25,37
46,5,4,3,7,1,2,3,3
47,6,0,2,0,1,4,2,0
48,4,4,1,0,2,9,1,4
49,4,7,4,2,5,10,7,3
50,8,4,7,5,4,10,7,9
51,2,14,12,13,17,21,20,15
52,2,0,1,3,1,6,3,4
53,5,5,8,11,7,6,6,7
54,5,3,3,9,5,12,10,15
55,69,49,14,24,17,15,14,36
56,4,5,2,5,1,12,5,9
57,3,1,1,0,3,1,2,2
58,0,2,6,3,7,5,2,5
59,1,1,4,2,3,9,8,7
60,0,0,0,0,0,0,0,0
61,0,3,2,2,2,2,2,0
62,0,0,0,0,0,0,0,0
64,2,1,3,2,5,5,2,2
65,0,0,0,0,0,0,0,0
66,1,0,2,0,0,1,0,0
67,0,0,0,0,0,0,0,0
68,6,4,3,2,4,3,5,17
69,9,19,25,29,31,22,21,19
70,5,4,3,5,7,11,8,11
71,3,0,0,0,5,2,3,2
72,1,0,3,3,3,3,4,0
73,9,4,2,2,11,6,9,8
74,4,3,3,5,5,2,0,2
75,9,10,7,19,63,15,20,10
76,9,13,11,18,15,5,6,9
77,14,12,1,6,4,5,8,6
78,4,6,7,1,8,2,6,3
79,0,0,0,0,0,0,0,0
80,0,0,0,0,1,0,1,0
81,3,2,3,3,0,3,1,1
82,4,3,3,2,3,6,2,3
83,2,6,5,11,4,9,9,6
84,3,1,1,0,1,0,2,5
85,15,17,8,15,18,12,10,16
86,0,0,0,0,0,0,0,8
87,3,8,6,4,3,15,18,10
88,12,4,6,7,10,16,19,7
89,6,3,6,6,11,7,5,5
90,2,4,3,9,12,14,6,5
91,3,3,6,5,6,7,7,10
92,0,1,0,0,1,2,3,1
93,0,0,0,0,2,0,0,0
94,4,3,4,5,7,6,3,5
95,3,1,1,3,7,5,6,4
96,16,4,8,5,5,5,5,8
97,12,10,6,8,6,8,10,7
98,3,1,3,4,3,5,30,11
99,6,5,8,9,16,18,10,10
100,5,5,4,9,8,8,7,11
101,0,0,0,2,1,0,0,1
102,2,5,1,4,5,13,1,3
103,1,0,1,2,1,1,1,2
105,1,11,8,4,5,9,6,4
106,1,1,0,1,3,3,4,1
107,0,0,0,0,0,0,0,1
108,22,1,5,4,2,11,7,4
109,13,14,15,18,24,36,16,15
