id,y_2011,y_2013,y_2015,y_2016,y_2017,y_2018
2,0.509,0.507,0.505,0.505,0.504,0.509
3,1.822,1.796,1.792,1.792,1.723,1.759
4,0.357,0.358,0.36,0.362,0.364,0.375
5,0.197,0.194,0.196,0.191,0.187,0.183
6,0.691,0.686,0.683,0.682,0.679,0.674
7,0.42,0.423,0.426,0.427,0.43,0.432
8,0.429,0.437,0.435,0.441,0.434,0.437
9,0.273,0.273,0.27,0.273,0.276,0.272
10,1.201,1.196,1.194,1.194,1.188,1.199
11,0.768,0.771,0.784,0.784,0.788,0.812
12,,,,,,
13,0.612,0.61,0.627,0.63,0.631,0.632
14,0.879,0.878,0.878,0.877,0.874,0.875
15,0.786,0.786,0.794,0.799,0.809,0.809
16,1.196,1.189,1.189,1.191,1.19,1.189
17,0.863,0.863,0.863,0.859,0.86,0.857
18,0.703,0.706,0.71,0.709,0.723,0.742
19,1.115,1.119,1.122,1.122,1.122,1.13
20,0.761,0.76,0.76,0.76,0.76,0.76
21,0.292,0.34,0.344,0.347,0.345,0.347
22,0.188,0.187,0.185,0.185,0.182,0.175
23,0.191,0.191,0.191,0.191,0.191,0.19
24,0.336,0.335,0.328,0.328,0.328,0.328
25,0.846,0.846,0.847,0.853,0.862,0.862
26,1.066,1.066,1.069,1.068,1.069,1.081
27,0.678,0.676,0.676,0.676,0.676,0.675
28,0.256,0.259,0.261,0.261,0.264,0.271
29,0.307,0.307,0.306,0.306,0.306,0.307
30,0.129,0.129,0.129,0.129,0.127,0.13
31,0.569,0.57,0.57,0.571,0.575,0.583
32,,,,,,
33,0.026,0.037,0.042,0.042,0.042,0.042
34,0.653,0.673,0.677,0.685,0.699,0.775
35,0.647,0.716,0.765,0.806,0.864,0.948
36,0.761,0.782,0.792,0.793,0.798,0.803
37,0.647,0.637,0.63,0.619,0.62,0.632
38,0.759,0.76,0.759,0.757,0.759,0.759
39,0.932,0.941,0.953,0.964,0.989,0.992
40,0.603,0.603,0.603,0.607,0.609,0.624
41,0.374,0.373,0.373,0.373,0.374,0.374
42,0.339,0.34,0.34,0.34,0.34,0.34
43,0.377,0.387,0.39,0.391,0.39,0.39
44,0.138,0.146,0.152,0.164,0.17,0.179
45,0.952,1.054,1.085,1.111,1.207,1.354
46,0.412,0.411,0.411,0.411,0.411,0.411
47,0.023,0.021,0.021,0.02,0.022,0.023
48,0.525,0.517,0.514,0.504,0.507,0.505
49,0.946,0.951,0.96,0.97,0.972,0.972
50,0.406,0.406,0.407,0.407,0.407,0.407
51,0.402,0.402,0.401,0.399,0.395,0.39
52,0.183,0.18,0.179,0.179,0.179,0.179
53,0.528,0.531,0.532,0.531,0.531,0.531
54,0.562,0.562,0.559,0.559,0.57,0.571
55,0.682,0.681,0.681,0.683,0.683,0.687
56,0.1,0.1,0.105,0.105,0.105,0.105
57,0.076,0.076,0.076,0.076,0.076,0.076
58,0.257,0.257,0.257,0.256,0.255,0.258
59,0.373,0.373,0.372,0.372,0.37,0.372
60,0.009,0.008,0.007,0.007,0.006,0.007
61,0.275,0.275,0.276,0.276,0.276,0.276
62,,,,,,
64,0.24,0.243,0.242,0.241,0.241,0.237
65,0.007,0.007,0.029,0.006,0.029,0.029
66,0.035,0.035,0.035,0.035,0.035,0.035
67,,,,,,
68,0.347,0.347,0.347,0.345,0.346,0.346
69,0.244,0.245,0.245,0.247,0.246,0.249
70,0.522,0.522,0.52,0.52,0.52,0.519
71,0.195,0.204,0.212,0.212,0.212,0.213
72,0.248,0.247,0.246,0.246,0.244,0.243
73,1.02,1.041,1.062,1.029,1.096,1.136
74,0.172,0.172,0.172,0.172,0.172,0.172
75,0.261,0.261,0.262,0.262,0.258,0.265
76,0.787,0.97,1.105,1.15,1.173,1.173
77,0.989,1.035,1.052,1.052,1.051,1.051
78,0.345,0.404,0.42,0.427,0.427,0.427
79,,,,,,
80,0.023,0.023,0.023,0.023,0.022,0.022
81,0.28,0.28,0.28,0.28,0.28,0.28
82,0.38,0.38,0.38,0.41,0.437,0.438
83,0.293,0.294,0.291,0.226,0.294,0.296
84,0.274,0.272,0.264,0.229,0.23,0.261
85,0.647,0.641,0.636,0.634,0.631,0.628
86,0.023,0.023,0.023,0.023,0.023,0.023
87,0.322,0.314,0.313,0.312,0.312,0.327
88,0.481,0.474,0.469,0.466,0.474,0.483
89,0.549,0.549,0.55,0.549,0.55,0.55
90,0.337,0.338,0.338,0.338,0.337,0.339
91,0.696,0.695,0.695,0.695,0.694,0.694
92,,,,,,
93,,,,,,
94,0.355,0.355,0.355,0.354,0.354,0.353
95,0.354,0.354,0.354,0.354,0.354,0.354
